SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
3778,curule,"Kim tried her best to find the [curule] one, but did not succeed.","Kim tried her best to find the XXXXX one, but did not succeed.",NA,NA,NA
3779,curule,"Only one person can have the [curule] status, or rank, of president in America.","Only one person can have the XXXXX status, or rank, of president in America.",NA,NA,NA
3780,curule,She got the [curule] one that I had been expecting to receive.,She got the XXXXX one that I had been expecting to receive.,NA,NA,NA
3781,curule,She met many new individuals in her former [curule] one.,She met many new individuals in her former XXXXX one.,NA,NA,NA
3782,curule,She started in the lowest job before she reached the [curule] one.,She started in the lowest job before she reached the XXXXX one.,NA,NA,NA
3783,curule,The [curule] job of principal is a very important position within a school.,The XXXXX job of principal is a very important position within a school.,NA,NA,NA
3784,debouch,Hot steam [debouched] from the top as the volcano burst.,Hot steam XXXXX from the top as the volcano burst.,NA,NA,NA
3785,debouch,I tried to understand why it had not [debouched] yet.,I tried to understand why it had not XXXXX yet.,NA,NA,NA
3786,debouch,I watched how the rabbits [debouched] as I crouched in hiding.,I watched how the rabbits XXXXX as I crouched in hiding.,NA,NA,NA
3787,debouch,People came from their homes to see where it [debouched].,People came from their homes to see where it XXXXX.,NA,NA,NA
3788,debouch,She could see the creature [debouching] from inside the tunnel.,She could see the creature XXXXX from inside the tunnel.,NA,NA,NA
3789,debouch,The bees [debouched] from their hive after the bear shook it.,The bees XXXXX from their hive after the bear shook it.,NA,NA,NA
3790,debouch,The critters [debouched] as we watched silently from our vehicle.,The critters XXXXX as we watched silently from our vehicle.,NA,NA,NA
3791,debouch,The smoke [debouched] from the chimney and escaped into the night air.,The smoke XXXXX from the chimney and escaped into the night air.,NA,NA,NA
3792,debouch,You can detect where it [debouched] if you peek from the upstairs window.,You can detect where it XXXXX if you peek from the upstairs window.,NA,NA,NA
3793,dehort,A dog trainer's role is to [dehort] the dog and the dog's owner from poor habits.,A dog trainer's role is to XXXXX the dog and the dog's owner from poor habits.,NA,NA,NA
3794,dehort,Bill [dehorted] his niece during his most recent trip.,Bill XXXXX his niece during his most recent trip.,NA,NA,NA
3795,dehort,"Eric begged, pleaded, and [dehorted] his Dad from buying the wrong car.","Eric begged, pleaded, and XXXXX his Dad from buying the wrong car.",NA,NA,NA
3796,dehort,It's best if you don't attempt to [dehort] him when he's tired.,It's best if you don't attempt to XXXXX him when he's tired.,NA,NA,NA
3797,dehort,"Lucy [dehorted] him from walking alone, rather than encouraging him to leave.","Lucy XXXXX him from walking alone, rather than encouraging him to leave.",NA,NA,NA
3798,dehort,"The doctor [dehorted], or barred, the sick woman from going to work.","The doctor XXXXX, or barred, the sick woman from going to work.",NA,NA,NA
3799,dehort,"The entire staff tried to [dehort] her, but it didn't work.","The entire staff tried to XXXXX her, but it didn't work.",NA,NA,NA
3800,dehort,The librarian [dehorted] the children from talking loudly.,The librarian XXXXX the children from talking loudly.,NA,NA,NA
3801,dehort,We all attempted to [dehort] him when we met last week.,We all attempted to XXXXX him when we met last week.,NA,NA,NA
3802,dehort,"We [dehorted] our father from smoking in public, so he would not get in trouble.","We XXXXX our father from smoking in public, so he would not get in trouble.",NA,NA,NA
3803,dehort,We got together to talk about how to [dehort] Anna.,We got together to talk about how to XXXXX Anna.,NA,NA,NA
3804,draffish,Lisa didn't have to work hard to persuade us that it was [draffish].,Lisa didn't have to work hard to persuade us that it was XXXXX.,NA,NA,NA
3805,draffish,Most people thought the new ones would be [draffish].,Most people thought the new ones would be XXXXX.,NA,NA,NA
3806,draffish,Nobody said anything about the [draffish] ones that arrived by mail.,Nobody said anything about the XXXXX ones that arrived by mail.,NA,NA,NA
3807,draffish,She would feel less [draffish] and more useful if she could help.,She would feel less XXXXX and more useful if she could help.,NA,NA,NA
3808,draffish,The [draffish] old typewriter was finally stored away in the attic.,The XXXXX old typewriter was finally stored away in the attic.,NA,NA,NA
3809,draffish,"The old junk in the basement is [draffish], and it's time to throw it away.","The old junk in the basement is XXXXX, and it's time to throw it away.",NA,NA,NA
3810,draffish,"The team members were effective, rather than [draffish], when they worked together.","The team members were effective, rather than XXXXX, when they worked together.",NA,NA,NA
3811,draffish,"The toaster was old and worn-out, and was therefore [draffish].","The toaster was old and worn-out, and was therefore XXXXX.",NA,NA,NA
3812,draffish,"The worker was fired for being [draffish], i.e., lazy and inept.","The worker was fired for being XXXXX, i.e., lazy and inept.",NA,NA,NA
3813,draffish,Victor coworkers thought he was [draffish] for the most part.,Victor coworkers thought he was XXXXX for the most part.,NA,NA,NA
3814,enation,Discolorations and [enations] on the body's surface are often benign.,Discolorations and XXXXX on the body's surface are often benign.,NA,NA,NA
3815,enation,I don't imagine that [enation] has been there for very long.,I don't imagine that XXXXX has been there for very long.,NA,NA,NA
3816,enation,I was surprised when I discovered one that had an [enation].,I was surprised when I discovered one that had a(n) XXXXX.,NA,NA,NA
3818,enation,The bumpy little [enations] on potatoes are actually new sprouts.,The bumpy little XXXXX on potatoes are actually new sprouts.,NA,NA,NA
3819,enation,"The doctor checked for unexpected [enations], versus smooth areas of the skin.","The doctor checked for unexpected XXXXX, versus smooth areas of the skin.",NA,NA,NA
3821,enation,"The doctor said the [enation], or swollen bump, on my hand is a wart.","The doctor said the XXXXX, or swollen bump, on my hand is a wart.",NA,NA,NA
3822,enation,The swollen [enation] on my foot was caused by an injury.,The swollen XXXXX on my foot was caused by an injury.,NA,NA,NA
3823,enation,"The tree had many strange lumps, protrusions, and other [enations].","The tree had many strange lumps, protrusions, and other XXXXX.",NA,NA,NA
3824,enation,There were several [enations] discovered on the back of the enclosure.,There were several XXXXX discovered on the back of the enclosure.,NA,NA,NA
3825,enation,We deposited the piece elsewhere because it had so many [enations].,We deposited the piece elsewhere because it had so many XXXXX.,NA,NA,NA
3826,enation,We noticed an [enation] there that we hadn't noticed before.,We noticed a(n) XXXXX there that we hadn't noticed before.,NA,NA,NA
3827,encraty,Bill did not seem to think that Michelle possessed a lot of [encraty].,Bill did not seem to think that Michelle possessed a lot of XXXXX.,NA,NA,NA
3828,encraty,"Children with [encraty], instead of uncontrollable urges, can resist opening presents before Christmas.","Children with XXXXX, instead of uncontrollable urges, can resist opening presents before Christmas.",NA,NA,NA
3829,encraty,I can control my desire to buy things because I have [encraty].,I can control my desire to buy things because I have XXXXX.,NA,NA,NA
3830,encraty,It took strong [encraty] for the overweight girl to refuse a piece of cake.,It took strong XXXXX for the overweight girl to refuse a piece of cake.,NA,NA,NA
3831,encraty,John drank too much and lost his [encraty] and his ability to make good judgments.,John drank too much and lost his XXXXX and his ability to make good judgments.,NA,NA,NA
3832,encraty,My father had a new [enation] this week and asked us what we thought about it.,My father had a new XXXXX this week and asked us what we thought about it.,NA,NA,NA
3833,encraty,People tell me that I have [encraty] in these sorts of situations.,People tell me that I have XXXXX in these sorts of situations.,NA,NA,NA
3834,encraty,She showed strong [encraty] and resisted tray of cookies.,She showed strong XXXXX and resisted tray of cookies.,NA,NA,NA
3835,encraty,Sometimes people have a habit of losing their [encraty] in public places.,Sometimes people have a habit of losing their XXXXX in public places.,NA,NA,NA
3836,encraty,Sometimes we can learn about [encraty] by observing other people.,Sometimes we can learn about XXXXX by observing other people.,NA,NA,NA
3837,encraty,There was more [encraty] among the colleagues over time.,There was more XXXXX among the colleagues over time.,NA,NA,NA
3838,encraty,"You need [encraty], or self-restraint, to do homework before having fun.","You need XXXXX, or self-restraint, to do homework before having fun.",NA,NA,NA
3839,ennomic,Bob was certain that his friend's behavior was [ennomic].,Bob was certain that his friend's behavior was XXXXX.,NA,NA,NA
3840,ennomic,I don't believe that all these things are [ennomic].,I don't believe that all these things are XXXXX.,NA,NA,NA
3841,ennomic,Mary's job is to figure out what is or is not [ennomic] in each case.,Mary's job is to figure out what is or is not XXXXX in each case.,NA,NA,NA
3842,ennomic,Police cannot arrest someone who is engaging in behavior that is [ennomic].,Police cannot arrest someone who is engaging in behavior that is XXXXX.,NA,NA,NA
3843,ennomic,Richard asked a few people whether this would be [ennomic].,Richard asked a few people whether this would be XXXXX.,NA,NA,NA
3844,ennomic,Something gave us the idea that it would be [ennomic].,Something gave us the idea that it would be XXXXX.,NA,NA,NA
3845,ennomic,"Stealing is prohibited, rather than [ennomic], in every culture.","Stealing is prohibited, rather than XXXXX, in every culture.",NA,NA,NA
3846,ennomic,"The boy's actions were [ennomic], so the authorities let him go.","The boy's actions were XXXXX, so the authorities let him go.",NA,NA,NA
3847,ennomic,"The company argued its actions were [ennomic], i.e., lawful.","The company argued its actions were XXXXX, i.e., lawful.",NA,NA,NA
3848,ennomic,The group of scholars talked for a long time about whether it was [ennomic].,The group of scholars talked for a long time about whether it was XXXXX.,NA,NA,NA
3849,ennomic,The lawyer argued that gambling is harmless and [ennomic].,The lawyer argued that gambling is harmless and XXXXX.,NA,NA,NA
